"id","timestamp","drop_count","drop_rate","avg_drop_rate","weight","delta_weight","fluctuation_deviation","status","alert","status_color","created_at"
"1749","0:24:22","1244","76.43","76.53","439.08","-0.168","0.13","Normal","0","green","2025-10-18 13:30:38"
"1750","0:24:23","1245","75.95","76.34","439.08","0","0.51","Normal","0","green","2025-10-18 13:30:39"
"1751","0:24:23","1245","75.95","76.34","439.05","-0.031","0.51","Normal","0","green","2025-10-18 13:30:39"
"1752","0:24:24","1247","75.95","76.14","439.02","-0.029","0.25","Normal","0","green","2025-10-18 13:30:40"
"1753","0:24:25","1248","75.95","76.14","438.96","-0.053","0.25","Normal","0","green","2025-10-18 13:30:41"
"1754","0:24:26","1249","75.85","76.03","438.97","0.007","0.23","Normal","0","green","2025-10-18 13:30:42"
"1755","0:24:27","1250","75.47","75.93","438.9","-0.071","0.6","Normal","0","green","2025-10-18 13:30:43"
"1756","0:24:27","1251","75.95","75.83","438.9","0","0.15","Normal","0","green","2025-10-18 13:30:43"
"1757","0:24:28","1252","76.43","75.93","438.72","-0.18","0.66","Normal","0","green","2025-10-18 13:30:44"
"1758","0:24:29","1253","76.43","76.03","438.72","0","0.54","Normal","0","green","2025-10-18 13:30:45"
"1759","0:24:29","1253","76.43","76.03","438.61","-0.107","0.54","Normal","0","green","2025-10-18 13:30:45"
"1760","0:24:31","1255","75.85","76.22","438.41","-0.203","0.48","Normal","0","green","2025-10-18 13:30:47"
"1761","0:24:31","1256","85.11","77.9","439.33","0.922","9.25","Normal","0","green","2025-10-18 13:30:47"
"1762","0:24:32","1256","85.11","77.9","439.33","0","9.25","Normal","0","green","2025-10-18 13:30:48"
"1763","0:24:33","1258","78.43","78.93","439.41","0.081","0.63","Normal","0","green","2025-10-18 13:30:49"
"1764","0:24:34","1259","81.08","79.87","439.41","0","1.51","Normal","0","green","2025-10-18 13:30:50"
"1765","0:24:34","1260","79.89","80.73","437.55","-1.858","1.04","Normal","0","green","2025-10-18 13:30:50"
"1766","0:24:35","1261","77.42","79.24","438.27","0.712","2.3","Normal","0","green","2025-10-18 13:30:51"
"1767","0:24:36","1262","77.42","78.82","438.2","-0.062","1.78","Normal","0","green","2025-10-18 13:30:52"
"1768","0:24:36","1262","77.42","78.82","438.2","0","1.78","Normal","0","green","2025-10-18 13:30:52"
"1769","0:24:38","1264","75.95","77.3","438.01","-0.198","1.75","Normal","0","green","2025-10-18 13:30:54"
"1770","0:24:38","1265","75.85","76.51","437.9","-0.105","0.86","Normal","0","green","2025-10-18 13:30:54"
"1771","0:24:39","1266","77.92","76.61","437.9","0","1.71","Normal","0","green","2025-10-18 13:30:55"
"1772","0:24:40","1267","76.43","76.41","437.86","-0.036","0.03","Normal","0","green","2025-10-18 13:30:56"
"1773","0:24:40","1267","76.43","76.41","436.18","-1.685","0.03","Normal","0","green","2025-10-18 13:30:56"
"1774","0:24:41","1268","76.43","76.51","436.18","0","0.1","Normal","0","green","2025-10-18 13:30:56"
"1775","0:24:41","1269","76.43","76.61","437.67","1.495","0.23","Normal","0","green","2025-10-18 13:30:57"
"1776","0:24:42","1269","76.43","76.61","437.72","0.05","0.23","Normal","0","green","2025-10-18 13:30:58"
"1777","0:24:43","1271","76.82","76.71","437.63","-0.089","0.15","Normal","0","green","2025-10-18 13:30:59"
"1778","0:24:44","1272","76.92","76.8","437.62","-0.011","0.15","Normal","0","green","2025-10-18 13:31:00"
"1779","0:24:45","1273","76.43","76.8","437.55","-0.069","0.48","Normal","0","green","2025-10-18 13:31:01"
"1780","0:24:45","1274","76.92","76.9","437.55","0","0.03","Normal","0","green","2025-10-18 13:31:01"
"1781","0:24:46","1275","76.92","76.8","437.54","-0.018","0.15","Normal","0","green","2025-10-18 13:31:02"
"1782","0:24:48","1277","76.43","76.61","437.34","-0.193","0.23","Normal","0","green","2025-10-18 13:31:04"
"1783","0:24:49","1278","76.43","76.61","437.3","-0.04","0.23","Normal","0","green","2025-10-18 13:31:04"
"1784","0:24:49","1278","76.43","76.61","437.3","0","0.23","Normal","0","green","2025-10-18 13:31:05"
"1785","0:24:50","1280","76.43","76.41","437.03","-0.275","0.03","Normal","0","green","2025-10-18 13:31:06"
"1786","0:24:51","1281","75.85","76.32","436.93","-0.1","0.61","Normal","0","green","2025-10-18 13:31:07"
"1787","0:24:52","1282","76.43","76.32","436.93","0","0.15","Normal","0","green","2025-10-18 13:31:07"
"1788","0:24:52","1283","75.95","76.22","436.94","0.008","0.35","Normal","0","green","2025-10-18 13:31:08"
"1789","0:24:53","1283","75.95","76.22","436.79","-0.144","0.35","Normal","0","green","2025-10-18 13:31:09"
"1790","0:24:54","1285","75.95","76.12","436.82","0.025","0.23","Normal","0","green","2025-10-18 13:31:10"
"1791","0:24:55","1286","75.95","76.14","436.78","-0.042","0.25","Normal","0","green","2025-10-18 13:31:11"
"1792","0:24:55","1286","75.95","76.14","436.78","0","0.25","Normal","0","green","2025-10-18 13:31:11"
"1793","0:24:56","1288","75.95","76.05","436.69","-0.086","0.13","Normal","0","green","2025-10-18 13:31:12"
"1794","0:24:57","1289","75.95","75.95","436.69","0","0","Normal","0","green","2025-10-18 13:31:13"
"1795","0:24:58","1289","75.95","75.95","436.63","-0.06","0","Normal","0","green","2025-10-18 13:31:14"
"1796","0:24:59","1291","75.95","75.95","436.55","-0.079","0","Normal","0","green","2025-10-18 13:31:15"
"1797","0:25:0","1292","75.95","75.95","436.54","-0.01","0","Normal","0","green","2025-10-18 13:31:15"
"1798","0:25:0","1292","75.95","75.95","436.54","0","0","Normal","0","green","2025-10-18 13:31:16"
"1799","0:25:0","1293","75.95","75.95","436.41","-0.133","0","Normal","0","green","2025-10-18 13:31:16"
"1800","0:25:1","1294","75.95","75.95","436.5","0.094","0","Normal","0","green","2025-10-18 13:31:17"
"1801","0:25:2","1294","75.95","75.95","436.5","0","0","Normal","0","green","2025-10-18 13:31:18"
"1802","0:25:3","1296","75.47","75.85","436.36","-0.143","0.5","Normal","0","green","2025-10-18 13:31:19"
"1803","0:25:4","1297","75.95","75.85","436.36","0","0.13","Normal","0","green","2025-10-18 13:31:19"
"1804","0:25:4","1297","75.95","75.85","436.24","-0.115","0.13","Normal","0","green","2025-10-18 13:31:20"
"1805","0:25:4","1298","75.47","75.76","436.24","0","0.38","Normal","0","green","2025-10-18 13:31:20"
"1806","0:25:5","1299","75.85","75.74","436.2","-0.043","0.15","Normal","0","green","2025-10-18 13:31:21"
"1807","0:25:6","1300","76.43","75.83","436.1","-0.105","0.79","Normal","0","green","2025-10-18 13:31:22"
"1808","0:25:6","1300","76.43","75.83","436.14","0.046","0.79","Normal","0","green","2025-10-18 13:31:22"
"1809","0:25:7","1302","75.95","75.93","435.95","-0.19","0.03","Normal","0","green","2025-10-18 13:31:23"
"1810","0:25:8","1303","75.47","75.93","435.85","-0.1","0.6","Normal","0","green","2025-10-18 13:31:24"
"1811","0:25:9","1303","75.47","75.93","435.85","0","0.6","Normal","0","green","2025-10-18 13:31:24"
"1812","0:25:9","1304","75.95","75.95","435.79","-0.06","0","Normal","0","green","2025-10-18 13:31:25"
"1813","0:25:10","1305","75.85","75.83","435.79","0","0.03","Normal","0","green","2025-10-18 13:31:26"
"1814","0:25:10","1305","75.85","75.83","435.75","-0.042","0.03","Normal","0","green","2025-10-18 13:31:26"
"1815","0:25:11","1307","75.95","75.74","435.62","-0.135","0.28","Normal","0","green","2025-10-18 13:31:27"
"1816","0:25:12","1308","75.47","75.74","435.63","0.014","0.35","Normal","0","green","2025-10-18 13:31:28"
"1817","0:25:13","1308","75.47","75.74","435.55","-0.078","0.35","Normal","0","green","2025-10-18 13:31:29"
"1818","0:25:14","1310","75.38","75.64","435.43","-0.119","0.35","Normal","0","green","2025-10-18 13:31:30"
"1819","0:25:15","1311","75.95","75.74","435.41","-0.025","0.28","Normal","0","green","2025-10-18 13:31:31"
"1820","0:25:15","1312","75.47","75.64","435.36","-0.05","0.23","Normal","0","green","2025-10-18 13:31:32"
"1821","0:25:17","1314","75.47","75.64","435.3","-0.057","0.23","Normal","0","green","2025-10-18 13:31:33"
"1822","0:25:18","1315","75.95","75.76","435.26","-0.04","0.25","Normal","0","green","2025-10-18 13:31:34"
"1823","0:25:18","1316","76.43","75.85","435.21","-0.053","0.76","Normal","0","green","2025-10-18 13:31:34"
"1824","0:25:19","1317","76.43","76.05","435.19","-0.019","0.51","Normal","0","green","2025-10-18 13:31:36"
"1825","0:25:20","1318","76.43","76.14","435.11","-0.078","0.38","Normal","0","green","2025-10-18 13:31:36"
"1826","0:25:22","1320","76.43","76.34","435.1","-0.011","0.13","Normal","0","green","2025-10-18 13:31:38"
"1827","0:25:22","1321","76.92","76.43","435.1","0","0.64","Normal","0","green","2025-10-18 13:31:38"
"1828","0:25:23","1322","76.43","76.43","435","-0.103","0","Normal","0","green","2025-10-18 13:31:39"
"1829","0:25:24","1323","76.43","76.43","434.88","-0.117","0","Normal","0","green","2025-10-18 13:31:40"
"1830","0:25:25","1324","76.43","76.53","434.73","-0.153","0.13","Normal","0","green","2025-10-18 13:31:41"
"1831","0:25:25","1324","76.43","76.53","434.73","0","0.13","Normal","0","green","2025-10-18 13:31:41"
"1832","0:25:26","1326","76.43","76.43","434.54","-0.183","0","Normal","0","green","2025-10-18 13:31:42"
"1833","0:25:27","1327","76.43","76.43","434.63","0.089","0","Normal","0","green","2025-10-18 13:31:43"
"1834","0:25:28","1327","76.43","76.43","434.63","0","0","Normal","0","green","2025-10-18 13:31:43"
"1835","0:25:28","1328","76.34","76.41","434.54","-0.09","0.1","Normal","0","green","2025-10-18 13:31:44"
"1836","0:25:29","1329","76.43","76.41","434.54","0","0.03","Normal","0","green","2025-10-18 13:31:45"
"1837","0:25:30","1330","76.43","76.41","434.48","-0.058","0.03","Normal","0","green","2025-10-18 13:31:46"
"1838","0:25:30","1331","76.43","76.41","434.4","-0.082","0.03","Normal","0","green","2025-10-18 13:31:46"
"1839","0:25:31","1332","75.95","76.32","434.27","-0.13","0.48","Normal","0","green","2025-10-18 13:31:47"
"1840","0:25:32","1333","75.95","76.24","434.15","-0.121","0.38","Normal","0","green","2025-10-18 13:31:48"
"1841","0:25:32","1333","75.95","76.24","434.15","0","0.38","Normal","0","green","2025-10-18 13:31:48"
"1842","0:25:33","1334","75.95","76.14","434.16","0.004","0.25","Normal","0","green","2025-10-18 13:31:49"
"1843","0:25:33","1335","75.95","76.05","434.05","-0.107","0.13","Normal","0","green","2025-10-18 13:31:49"
"1844","0:25:34","1335","75.95","76.05","434.05","0","0.13","Normal","0","green","2025-10-18 13:31:50"
"1845","0:25:35","1337","75.47","75.76","433.98","-0.067","0.38","Normal","0","green","2025-10-18 13:31:51"
"1846","0:25:36","1338","75.95","75.76","433.92","-0.06","0.25","Normal","0","green","2025-10-18 13:31:52"
"1847","0:25:36","1338","75.95","75.76","433.9","-0.019","0.25","Normal","0","green","2025-10-18 13:31:52"
"1848","0:25:37","1340","75.85","75.36","433.81","-0.096","0.66","Normal","0","green","2025-10-18 13:31:53"
"1849","0:25:38","1341","75","75.26","433.73","-0.078","0.35","Normal","0","green","2025-10-18 13:31:54"
"1850","0:25:39","1342","75.47","75.26","433.74","0.013","0.28","Normal","0","green","2025-10-18 13:31:55"
"1851","0:25:40","1342","75.47","75.26","433.74","0","0.28","Normal","0","green","2025-10-18 13:31:55"
"1852","0:25:41","1344","75","75.36","433.65","-0.087","0.47","Normal","0","green","2025-10-18 13:31:56"
"1853","0:25:41","1345","75","75.19","433.65","0","0.25","Normal","0","green","2025-10-18 13:31:57"
"1854","0:25:42","1345","75","75.19","433.56","-0.096","0.25","Normal","0","green","2025-10-18 13:31:58"
"1855","0:25:42","1346","75.95","75.38","433.56","0","0.76","Normal","0","green","2025-10-18 13:31:58"
"1856","0:25:43","1347","74.07","75.09","433.56","0","1.36","Normal","0","green","2025-10-18 13:31:59"
"1857","0:25:43","1347","74.07","75.09","433.52","-0.037","1.36","Normal","0","green","2025-10-18 13:31:59"
"1858","0:25:45","1349","74.07","75","433.47","-0.054","1.23","Normal","0","green","2025-10-18 13:32:01"
"1859","0:25:45","1350","75.95","75.19","433.4","-0.069","1.01","Normal","0","green","2025-10-18 13:32:01"
"1860","0:25:46","1350","75.95","75.19","433.4","0","1.01","Normal","0","green","2025-10-18 13:32:02"
"1861","0:25:47","1352","75.47","75.28","433.34","-0.061","0.25","Normal","0","green","2025-10-18 13:32:03"
"1862","0:25:48","1353","77.42","75.57","433.34","0","2.45","Normal","0","green","2025-10-18 13:32:04"
"1863","0:25:49","1354","78.43","76.43","417.94","-15.398","2.61","Normal","0","green","2025-10-18 13:32:05"
"1864","0:25:49","1355","106.19","81.08","399.99","-17.946","30.97","Normal","0","green","2025-10-18 13:32:05"
"1865","0:25:50","1356","130.43","89.29","399.99","0","46.09","Normal","0","green","2025-10-18 13:32:06"
"1866","0:25:51","1358","130.43","109.69","411.21","11.216","18.91","Normal","0","green","2025-10-18 13:32:06"
"1867","0:25:51","1359","130.43","123.46","411.21","0","5.65","Normal","0","green","2025-10-18 13:32:07"
"1868","0:25:52","1360","123.71","127.66","433.43","22.221","3.09","Normal","0","green","2025-10-18 13:32:07"
"1869","0:25:52","1362","122.45","125.79","432.35","-1.077","2.65","Normal","0","green","2025-10-18 13:32:08"
"1870","0:25:53","1363","121.21","123.97","432.35","0","2.22","Normal","0","green","2025-10-18 13:32:09"
"1871","0:25:54","1364","122.45","122.45","432.61","0.262","0","Normal","0","green","2025-10-18 13:32:09"
"1872","0:25:54","1366","121.21","120.97","432.34","-0.275","0.2","Normal","0","green","2025-10-18 13:32:10"
"1873","0:25:55","1368","117.65","119.76","432.16","-0.18","1.76","Normal","0","green","2025-10-18 13:32:12"
"1874","0:25:57","1370","123.71","120.24","450.61","18.45","2.89","Normal","0","green","2025-10-18 13:32:12"
"1875","0:25:57","1371","117.42","119.47","489.23","38.619","1.72","Normal","0","green","2025-10-18 13:32:13"
"1876","0:25:58","1373","100.84","114.68","451.47","-37.759","12.07","Normal","0","green","2025-10-18 13:32:14"
"1877","0:25:59","1374","100","110.66","432.68","-18.788","9.63","Normal","0","green","2025-10-18 13:32:15"
"1878","0:26:0","1376","96","101.87","431.91","-0.768","5.76","Normal","0","green","2025-10-18 13:32:16"
"1879","0:26:1","1377","98.36","98.85","431.91","-0.001","0.49","Normal","0","green","2025-10-18 13:32:16"
"1880","0:26:1","1378","96.62","98.01","431.91","0","1.42","Normal","0","green","2025-10-18 13:32:17"
"1881","0:26:2","1379","96.77","97.37","431.88","-0.031","0.61","Normal","0","green","2025-10-18 13:32:18"
"1882","0:26:3","1381","96","96.9","431.7","-0.182","0.93","Normal","0","green","2025-10-18 13:32:19"
"1883","0:26:4","1383","94.49","96.31","431.56","-0.137","1.89","Normal","0","green","2025-10-18 13:32:20"
"1884","0:26:5","1383","94.49","96.31","431.56","0","1.89","Normal","0","green","2025-10-18 13:32:20"
"1885","0:26:5","1385","96","95.97","431.43","-0.137","0.03","Normal","0","green","2025-10-18 13:32:21"
"1886","0:26:6","1386","95.24","95.82","431.32","-0.103","0.6","Normal","0","green","2025-10-18 13:32:22"
"1887","0:26:7","1387","96","95.51","431.22","-0.105","0.51","Normal","0","green","2025-10-18 13:32:23"
"1888","0:26:7","1388","94.49","95.51","431.22","0","1.07","Normal","0","green","2025-10-18 13:32:23"
"1889","0:26:8","1389","96","95.54","431.2","-0.019","0.48","Normal","0","green","2025-10-18 13:32:24"
"1890","0:26:9","1390","94.49","95.24","431.14","-0.057","0.79","Normal","0","green","2025-10-18 13:32:24"
"1891","0:26:9","1390","94.49","95.24","431.14","0","0.79","Normal","0","green","2025-10-18 13:32:25"
"1892","0:26:10","1392","94.49","95.24","431.04","-0.099","0.79","Normal","0","green","2025-10-18 13:32:26"
"1893","0:26:11","1393","94.49","95.24","430.96","-0.081","0.79","Normal","0","green","2025-10-18 13:32:26"
"1894","0:26:11","1394","94.49","94.94","430.96","0","0.47","Normal","0","green","2025-10-18 13:32:27"
"1895","0:26:12","1395","94.49","94.94","430.83","-0.132","0.47","Normal","0","green","2025-10-18 13:32:28"
"1896","0:26:12","1396","94.49","94.49","430.7","-0.126","0","Normal","0","green","2025-10-18 13:32:28"
"1897","0:26:13","1397","94.49","94.49","430.64","-0.068","0","Normal","0","green","2025-10-18 13:32:29"
"1898","0:26:14","1398","93.75","94.34","430.64","0","0.62","Normal","0","green","2025-10-18 13:32:30"
"1899","0:26:15","1400","94.49","94.16","430.54","-0.097","0.35","Normal","0","green","2025-10-18 13:32:31"
"1900","0:26:16","1401","93.75","94.01","430.54","0","0.28","Normal","0","green","2025-10-18 13:32:31"
"1901","0:26:16","1402","93.75","93.87","430.32","-0.221","0.13","Normal","0","green","2025-10-18 13:32:32"
"1902","0:26:17","1403","93.75","93.87","430.35","0.031","0.13","Normal","0","green","2025-10-18 13:32:33"
"1903","0:26:18","1404","93.75","93.9","430.35","0","0.16","Normal","0","green","2025-10-18 13:32:33"
"1904","0:26:18","1404","93.75","93.9","430.31","-0.042","0.16","Normal","0","green","2025-10-18 13:32:34"
"1905","0:26:19","1406","93.02","93.6","430.2","-0.105","0.62","Normal","0","green","2025-10-18 13:32:35"
"1906","0:26:20","1407","93.75","93.6","430.14","-0.06","0.16","Normal","0","green","2025-10-18 13:32:35"
"1907","0:26:20","1408","93.02","93.46","430.14","0","0.47","Normal","0","green","2025-10-18 13:32:36"
"1908","0:26:21","1409","93.75","93.46","429.99","-0.147","0.31","Normal","0","green","2025-10-18 13:32:37"
"1909","0:26:21","1410","93.02","93.31","429.97","-0.022","0.31","Normal","0","green","2025-10-18 13:32:37"
"1910","0:26:22","1411","93.75","93.46","429.9","-0.075","0.31","Normal","0","green","2025-10-18 13:32:38"
"1911","0:26:23","1413","93.02","93.31","429.88","-0.021","0.31","Normal","0","green","2025-10-18 13:32:39"
"1912","0:26:24","1414","93.75","93.31","429.74","-0.132","0.47","Normal","0","green","2025-10-18 13:32:40"
"1913","0:26:25","1415","93.02","93.31","429.74","0","0.31","Normal","0","green","2025-10-18 13:32:40"
"1914","0:26:25","1416","93.02","93.17","429.69","-0.054","0.16","Normal","0","green","2025-10-18 13:32:41"
"1915","0:26:26","1417","93.75","93.31","429.61","-0.085","0.47","Normal","0","green","2025-10-18 13:32:42"
"1916","0:26:27","1418","93.02","93.31","429.61","0","0.31","Normal","0","green","2025-10-18 13:32:42"
"1917","0:26:27","1418","93.02","93.31","429.55","-0.054","0.31","Normal","0","green","2025-10-18 13:32:43"
"1918","0:26:27","1419","94.49","93.46","429.55","0","1.1","Normal","0","green","2025-10-18 13:32:43"
"1919","0:26:28","1420","94.49","93.75","429.46","-0.092","0.79","Normal","0","green","2025-10-18 13:32:44"
"1920","0:26:28","1421","94.49","94.04","429.46","0","0.47","Normal","0","green","2025-10-18 13:32:45"
"1921","0:26:29","1422","94.34","94.16","429.45","-0.008","0.19","Normal","0","green","2025-10-18 13:32:45"
"1922","0:26:30","1423","93.75","94.31","429.27","-0.179","0.59","Normal","0","green","2025-10-18 13:32:46"
"1923","0:26:30","1424","93.75","94.16","429.23","-0.046","0.44","Normal","0","green","2025-10-18 13:32:46"
"1924","0:26:31","1425","94.49","94.16","429.23","0","0.35","Normal","0","green","2025-10-18 13:32:47"
"1925","0:26:31","1426","93.75","94.01","429.18","-0.046","0.28","Normal","0","green","2025-10-18 13:32:47"
"1926","0:26:32","1427","93.75","93.9","429.02","-0.162","0.16","Normal","0","green","2025-10-18 13:32:48"
"1927","0:26:33","1428","94.34","94.01","429.02","0","0.35","Normal","0","green","2025-10-18 13:32:49"
"1928","0:26:34","1429","93.75","94.01","428.91","-0.11","0.28","Normal","0","green","2025-10-18 13:32:49"
"1929","0:26:34","1430","93.75","93.87","428.96","0.049","0.12","Normal","0","green","2025-10-18 13:32:50"
"1930","0:26:35","1431","93.75","93.87","428.85","-0.107","0.12","Normal","0","green","2025-10-18 13:32:51"
"1931","0:26:35","1432","93.75","93.87","428.85","0","0.12","Normal","0","green","2025-10-18 13:32:51"
"1932","0:26:36","1433","93.75","93.75","428.72","-0.132","0","Normal","0","green","2025-10-18 13:32:52"
"1933","0:26:37","1434","93.6","93.72","428.6","-0.118","0.12","Normal","0","green","2025-10-18 13:32:53"
"1934","0:26:37","1435","93.75","93.72","428.6","0","0.03","Normal","0","green","2025-10-18 13:32:53"
"1935","0:26:38","1435","93.75","93.72","428.5","-0.104","0.03","Normal","0","green","2025-10-18 13:32:53"
"1936","0:26:38","1436","93.75","93.72","428.5","0","0.03","Normal","0","green","2025-10-18 13:32:54"
"1937","0:26:39","1437","93.02","93.57","428.45","-0.046","0.59","Normal","0","green","2025-10-18 13:32:55"
"1938","0:26:39","1438","91.6","93.14","428.42","-0.029","1.65","Normal","0","green","2025-10-18 13:32:55"
"1939","0:26:40","1439","93.75","93.17","428.42","0","0.62","Normal","0","green","2025-10-18 13:32:56"
"1940","0:26:41","1440","92.31","92.88","428.35","-0.069","0.62","Normal","0","green","2025-10-18 13:32:56"
"1941","0:26:41","1441","93.6","92.85","428.29","-0.067","0.81","Normal","0","green","2025-10-18 13:32:57"
"1942","0:26:42","1441","93.6","92.85","428.29","0","0.81","Normal","0","green","2025-10-18 13:32:57"
"1943","0:26:43","1443","93.75","93.28","428.21","-0.076","0.5","Normal","0","green","2025-10-18 13:32:59"
"1944","0:26:43","1444","92.31","92.99","428.21","-0.001","0.74","Normal","0","green","2025-10-18 13:32:59"
"1945","0:26:45","1446","93.02","93.02","428.09","-0.118","0","Normal","0","green","2025-10-18 13:33:00"
"1946","0:26:45","1447","92.88","92.99","428.03","-0.058","0.12","Normal","0","green","2025-10-18 13:33:01"
"1947","0:26:46","1448","93.02","92.85","428.03","0","0.19","Normal","0","green","2025-10-18 13:33:01"
"1948","0:26:46","1449","92.31","92.85","427.98","-0.05","0.58","Normal","0","green","2025-10-18 13:33:03"
"1949","0:26:47","1450","93.75","92.99","427.84","-0.146","0.81","Normal","0","green","2025-10-18 13:33:03"
"1950","0:26:48","1451","90.91","92.56","427.8","-0.033","1.79","Normal","0","green","2025-10-18 13:33:04"
"1951","0:26:49","1453","90.91","92.31","427.65","-0.153","1.52","Normal","0","green","2025-10-18 13:33:05"
"1952","0:26:49","1453","90.91","92.31","427.52","-0.128","1.52","Normal","0","green","2025-10-18 13:33:05"
"1953","0:26:50","1455","93.02","92.45","427.47","-0.056","0.62","Normal","0","green","2025-10-18 13:33:06"
"1954","0:26:51","1456","91.6","92.59","427.47","0","1.07","Normal","0","green","2025-10-18 13:33:07"
"1955","0:26:52","1457","93.75","92.59","427.34","-0.132","1.25","Normal","0","green","2025-10-18 13:33:08"
"1956","0:26:52","1458","91.6","92.74","427.19","-0.146","1.22","Normal","0","green","2025-10-18 13:33:08"
"1957","0:26:53","1459","93.02","92.59","427.13","-0.062","0.47","Normal","0","green","2025-10-18 13:33:09"
"1958","0:26:54","1460","90.91","92.17","427.13","0","1.36","Normal","0","green","2025-10-18 13:33:10"
"1959","0:26:54","1461","95.24","92.88","427.2","0.071","2.54","Normal","0","green","2025-10-18 13:33:10"
"1960","0:26:55","1462","95.09","93.14","424.93","-2.271","2.09","Normal","0","green","2025-10-18 13:33:11"
"1961","0:26:55","1462","95.09","93.14","424.93","0","2.09","Normal","0","green","2025-10-18 13:33:11"
"1962","0:26:56","1464","93.75","93.28","427","2.071","0.5","Normal","0","green","2025-10-18 13:33:12"
"1963","0:26:57","1465","91.6","93.43","426.9","-0.1","1.95","Normal","0","green","2025-10-18 13:33:13"
"1964","0:26:57","1466","93.75","93.14","426.78","-0.115","0.66","Normal","0","green","2025-10-18 13:33:13"
"1965","0:26:58","1467","90.91","92.31","426.78","0","1.52","Normal","0","green","2025-10-18 13:33:14"
"1966","0:26:59","1468","93.75","92.74","426.74","-0.042","1.09","Normal","0","green","2025-10-18 13:33:15"
"1967","0:26:59","1469","91.6","92.31","426.65","-0.092","0.76","Normal","0","green","2025-10-18 13:33:15"
"1968","0:27:0","1470","93.02","92.59","426.65","0","0.47","Normal","0","green","2025-10-18 13:33:16"
"1969","0:27:1","1471","91.6","92.17","426.48","-0.169","0.61","Normal","0","green","2025-10-18 13:33:17"
"1970","0:27:2","1473","90.91","92.17","426.54","0.058","1.36","Normal","0","green","2025-10-18 13:33:18"
"1971","0:27:3","1474","93.02","92.45","426.47","-0.072","0.62","Normal","0","green","2025-10-18 13:33:19"
"1972","0:27:4","1476","93.6","92.56","426.31","-0.153","1.12","Normal","0","green","2025-10-18 13:33:20"
"1973","0:27:5","1477","90.91","92","426.2","-0.11","1.18","Normal","0","green","2025-10-18 13:33:21"
"1974","0:27:5","1478","93.75","92.56","426.2","0","1.28","Normal","0","green","2025-10-18 13:33:22"
"1975","0:27:7","1480","93.75","92.56","426.03","-0.178","1.28","Normal","0","green","2025-10-18 13:33:23"
"1976","0:27:7","1481","90.91","92.02","426.03","0","1.21","Normal","0","green","2025-10-18 13:33:23"
"1977","0:27:8","1483","91.6","92.02","425.96","-0.068","0.46","Normal","0","green","2025-10-18 13:33:24"
"1978","0:27:9","1484","93.02","92.45","425.77","-0.185","0.62","Normal","0","green","2025-10-18 13:33:25"
"1979","0:27:9","1484","93.02","92.45","425.77","0","0.62","Normal","0","green","2025-10-18 13:33:26"
"1980","0:27:11","1487","90.91","91.88","425.61","-0.16","1.06","Normal","0","green","2025-10-18 13:33:28"
"1981","0:27:12","1489","91.6","91.88","425.61","0","0.31","Normal","0","green","2025-10-18 13:33:28"
"1982","0:27:13","1490","93.02","92.31","425.5","-0.118","0.78","Normal","0","green","2025-10-18 13:33:29"
"1983","0:27:14","1491","90.23","91.74","425.44","-0.053","1.65","Normal","0","green","2025-10-18 13:33:30"
"1984","0:27:15","1493","90.91","91.88","425.32","-0.121","1.06","Normal","0","green","2025-10-18 13:33:31"
"1985","0:27:16","1494","93.02","92.17","425.36","0.035","0.93","Normal","0","green","2025-10-18 13:33:32"
"1986","0:27:16","1495","90.23","91.6","425.16","-0.197","1.5","Normal","0","green","2025-10-18 13:33:32"
"1987","0:27:17","1496","93.02","92.17","425.16","0","0.93","Normal","0","green","2025-10-18 13:33:33"
"1988","0:27:18","1497","90.91","91.6","425.08","-0.078","0.76","Normal","0","green","2025-10-18 13:33:34"
"1989","0:27:18","1498","93.02","92.02","425.05","-0.028","1.09","Normal","0","green","2025-10-18 13:33:34"
"1990","0:27:19","1499","90.23","91.46","425.05","0","1.35","Normal","0","green","2025-10-18 13:33:35"
"1991","0:27:20","1501","90.23","91.46","424.91","-0.147","1.35","Normal","0","green","2025-10-18 13:33:36"
"1992","0:27:21","1502","93.02","91.88","424.91","0","1.24","Normal","0","green","2025-10-18 13:33:37"
"1993","0:27:22","1504","93.02","91.88","424.9","-0.01","1.24","Normal","0","green","2025-10-18 13:33:38"
"1994","0:27:23","1505","90.23","91.32","424.85","-0.043","1.2","Normal","0","green","2025-10-18 13:33:39"
"1995","0:27:23","1505","90.23","91.32","424.85","0","1.2","Normal","0","green","2025-10-18 13:33:39"
"1996","0:27:24","1507","90.23","91.32","424.77","-0.089","1.2","Normal","0","green","2025-10-18 13:33:40"
"1997","0:27:25","1508","93.02","91.88","424.67","-0.093","1.24","Normal","0","green","2025-10-18 13:33:41"
"1998","0:27:26","1509","90.23","91.32","424.54","-0.136","1.2","Normal","0","green","2025-10-18 13:33:42"
"1999","0:27:27","1511","90.23","91.32","424.45","-0.089","1.2","Normal","0","green","2025-10-18 13:33:43"
"2000","0:27:27","1511","90.23","91.32","424.45","0","1.2","Normal","0","green","2025-10-18 13:33:43"
"2001","0:27:28","1513","90.23","91.32","424.31","-0.139","1.2","Normal","0","green","2025-10-18 13:33:44"
"2002","0:27:29","1514","92.88","91.86","424.31","0","1.11","Normal","0","green","2025-10-18 13:33:45"
